group_id,group_start_time,group_end_time,group_duration_seconds,raw_detections_in_group,seconds_since_previous_group,first_video_in_group,last_video_in_group
154,2026-06-19 13:55:58.333333333,2026-06-19 13:56:08.916666667,10.583333334,1,73.833333333,cortexvpu-01a-005-41884872_2026-06-19_12-55-42_785232.ts,cortexvpu-01a-005-41884872_2026-06-19_12-55-42_785232.ts
155,2026-06-19 13:57:29.166666667,2026-06-19 13:57:43.083333333,13.916666666,3,80.25,cortexvpu-01a-005-41884872_2026-06-19_12-57-29_200000.ts,cortexvpu-01a-005-41884872_2026-06-19_12-57-38_200000.ts
156,2026-06-19 13:59:21.166666667,2026-06-19 13:59:26.166666667,5.0,1,98.083333334,cortexvpu-01a-005-41884872_2026-06-19_12-59-21_200000.ts,cortexvpu-01a-005-41884872_2026-06-19_12-59-21_200000.ts
157,2026-06-19 13:59:30.166666667,2026-06-19 13:59:32.000000000,1.833333333,1,4.0,cortexvpu-01a-005-41884872_2026-06-19_12-59-30_200000.ts,cortexvpu-01a-005-41884872_2026-06-19_12-59-30_200000.ts
158,2026-06-19 13:59:45.166666667,2026-06-19 13:59:50.250000000,5.083333333,2,13.166666667,cortexvpu-01a-005-41884872_2026-06-19_12-59-45_200000.ts,cortexvpu-01a-005-41884872_2026-06-19_12-59-33_200000.ts
159,2026-06-19 13:59:53.166666667,2026-06-19 13:59:56.750000000,3.583333333,1,2.916666667,cortexvpu-01a-005-41884872_2026-06-19_12-59-53_933333.ts,cortexvpu-01a-005-41884872_2026-06-19_12-59-53_933333.ts
160,2026-06-19 14:00:18.166666667,2026-06-19 14:00:21.166666667,3.0,1,21.416666667,cortexvpu-01a-005-41884872_2026-06-19_13-00-18_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-00-18_900000.ts
161,2026-06-19 14:17:31.166666667,2026-06-19 14:17:44.166666667,13.0,1,1030.0,cortexvpu-01a-005-41884872_2026-06-19_13-17-18_821097.ts,cortexvpu-01a-005-41884872_2026-06-19_13-17-18_821097.ts
162,2026-06-19 14:18:22.166666667,2026-06-19 14:18:28.583333333,6.416666666,1,38.0,cortexvpu-01a-005-41884872_2026-06-19_13-18-22_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-18-22_900000.ts
163,2026-06-19 14:19:05.166666667,2026-06-19 14:19:08.333333333,3.166666666,1,36.583333334,cortexvpu-01a-005-41884872_2026-06-19_13-19-05_933333.ts,cortexvpu-01a-005-41884872_2026-06-19_13-19-05_933333.ts
164,2026-06-19 14:19:51.166666667,2026-06-19 14:19:53.750000000,2.583333333,1,42.833333334,cortexvpu-01a-005-41884872_2026-06-19_13-19-51_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-19-51_900000.ts
165,2026-06-19 14:23:38.916666667,2026-06-19 14:23:44.250000000,5.333333333,1,225.166666667,cortexvpu-01a-005-41884872_2026-06-19_13-22-18_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-22-18_900000.ts
166,2026-06-19 14:30:39.583333333,2026-06-19 14:30:59.166666667,19.583333334,1,415.333333333,cortexvpu-01a-005-41884872_2026-06-19_13-29-59_917591.ts,cortexvpu-01a-005-41884872_2026-06-19_13-29-59_917591.ts
167,2026-06-19 14:31:51.166666667,2026-06-19 14:31:53.666666667,2.5,1,52.0,cortexvpu-01a-005-41884872_2026-06-19_13-31-51_250000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-31-51_250000.ts
168,2026-06-19 14:31:58.166666667,2026-06-19 14:32:06.750000000,8.583333333,1,4.5,cortexvpu-01a-005-41884872_2026-06-19_13-31-58_250000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-31-58_250000.ts
169,2026-06-19 14:32:28.166666667,2026-06-19 14:32:31.000000000,2.833333333,1,21.416666667,cortexvpu-01a-005-41884872_2026-06-19_13-32-28_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-32-28_900000.ts
170,2026-06-19 14:36:44.583333333,2026-06-19 14:36:56.666666667,12.083333334,1,253.583333333,cortexvpu-01a-005-41884872_2026-06-19_13-36-17_823189.ts,cortexvpu-01a-005-41884872_2026-06-19_13-36-17_823189.ts
171,2026-06-19 14:38:20.250000000,2026-06-19 14:38:22.666666667,2.416666667,1,83.583333333,cortexvpu-01a-005-41884872_2026-06-19_13-38-13_859589.ts,cortexvpu-01a-005-41884872_2026-06-19_13-38-13_859589.ts
172,2026-06-19 14:39:39.166666667,2026-06-19 14:39:42.583333333,3.416666666,1,76.5,cortexvpu-01a-005-41884872_2026-06-19_13-39-39_966667.ts,cortexvpu-01a-005-41884872_2026-06-19_13-39-39_966667.ts
173,2026-06-19 14:40:06.166666667,2026-06-19 14:40:08.916666667,2.75,1,23.583333334,cortexvpu-01a-005-41884872_2026-06-19_13-40-06_250000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-40-06_250000.ts
174,2026-06-19 14:52:33.833333333,2026-06-19 14:52:42.333333333,8.5,1,744.916666666,cortexvpu-01a-005-41884872_2026-06-19_13-52-19_874582.ts,cortexvpu-01a-005-41884872_2026-06-19_13-52-19_874582.ts
175,2026-06-19 14:53:32.166666667,2026-06-19 14:53:35.166666667,3.0,1,49.833333334,cortexvpu-01a-005-41884872_2026-06-19_13-53-32_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_13-53-32_900000.ts
176,2026-06-19 14:56:58.666666667,2026-06-19 14:57:10.500000000,11.833333333,1,203.5,cortexvpu-01a-005-41884872_2026-06-19_13-55-25_943526.ts,cortexvpu-01a-005-41884872_2026-06-19_13-55-25_943526.ts
177,2026-06-19 14:57:21.166666667,2026-06-19 14:57:22.916666667,1.75,1,10.666666667,cortexvpu-01a-005-41884872_2026-06-19_13-57-21_814112.ts,cortexvpu-01a-005-41884872_2026-06-19_13-57-21_814112.ts
178,2026-06-19 15:07:03.083333333,2026-06-19 15:07:19.833333333,16.75,1,580.166666666,cortexvpu-01a-005-41884872_2026-06-19_14-07-01_945370.ts,cortexvpu-01a-005-41884872_2026-06-19_14-07-01_945370.ts
179,2026-06-19 15:08:57.166666667,2026-06-19 15:08:58.583333333,1.416666666,1,97.333333334,cortexvpu-01a-005-41884872_2026-06-19_14-08-57_886853.ts,cortexvpu-01a-005-41884872_2026-06-19_14-08-57_886853.ts
180,2026-06-19 15:08:59.166666667,2026-06-19 15:09:01.583333333,2.416666666,1,0.583333334,cortexvpu-01a-005-41884872_2026-06-19_14-08-59_316667.ts,cortexvpu-01a-005-41884872_2026-06-19_14-08-59_316667.ts
181,2026-06-19 15:13:05.333333333,2026-06-19 15:13:27.583333333,22.25,1,243.75,cortexvpu-01a-005-41884872_2026-06-19_14-12-48_915643.ts,cortexvpu-01a-005-41884872_2026-06-19_14-12-48_915643.ts
182,2026-06-19 15:14:45.166666667,2026-06-19 15:14:46.916666667,1.75,1,77.583333334,cortexvpu-01a-005-41884872_2026-06-19_14-14-45_004644.ts,cortexvpu-01a-005-41884872_2026-06-19_14-14-45_004644.ts
183,2026-06-19 15:15:06.166666667,2026-06-19 15:15:18.666666667,12.5,2,19.25,cortexvpu-01a-005-41884872_2026-06-19_14-15-05_316667.ts,cortexvpu-01a-005-41884872_2026-06-19_14-15-16_316667.ts
184,2026-06-19 15:17:10.166666667,2026-06-19 15:17:23.750000000,13.583333333,1,111.5,cortexvpu-01a-005-41884872_2026-06-19_14-17-09_945733.ts,cortexvpu-01a-005-41884872_2026-06-19_14-17-09_945733.ts
185,2026-06-19 15:35:52.500000000,2026-06-19 15:35:59.916666667,7.416666667,1,1108.75,cortexvpu-01a-005-41884872_2026-06-19_14-35-13_947515.ts,cortexvpu-01a-005-41884872_2026-06-19_14-35-13_947515.ts
186,2026-06-19 16:23:49.166666667,2026-06-19 16:24:11.583333333,22.416666666,1,2869.25,cortexvpu-01a-005-41884872_2026-06-19_15-22-57_017063.ts,cortexvpu-01a-005-41884872_2026-06-19_15-22-57_017063.ts
187,2026-06-19 16:29:31.500000000,2026-06-19 16:29:45.250000000,13.75,2,319.916666667,cortexvpu-01a-005-41884872_2026-06-19_15-29-29_450000.ts,cortexvpu-01a-005-41884872_2026-06-19_15-28-03_933333.ts
188,2026-06-19 16:33:52.166666667,2026-06-19 16:33:53.666666667,1.5,1,246.916666667,cortexvpu-01a-005-41884872_2026-06-19_15-33-19_090601.ts,cortexvpu-01a-005-41884872_2026-06-19_15-33-19_090601.ts
189,2026-06-19 16:54:34.166666667,2026-06-19 16:55:29.333333333,55.166666666,1,1240.5,cortexvpu-01a-005-41884872_2026-06-19_15-54-20_060566.ts,cortexvpu-01a-005-41884872_2026-06-19_15-54-20_060566.ts
190,2026-06-19 16:56:24.583333333,2026-06-19 16:56:32.750000000,8.166666667,1,55.25,cortexvpu-01a-005-41884872_2026-06-19_15-56-16_087857.ts,cortexvpu-01a-005-41884872_2026-06-19_15-56-16_087857.ts
191,2026-06-19 17:01:17.666666667,2026-06-19 17:01:31.833333333,14.166666666,2,284.916666667,cortexvpu-01a-005-41884872_2026-06-19_16-00-08_101391.ts,cortexvpu-01a-005-41884872_2026-06-19_16-01-27_500000.ts
192,2026-06-19 17:07:12.416666667,2026-06-19 17:07:20.750000000,8.333333333,1,340.583333334,cortexvpu-01a-005-41884872_2026-06-19_16-06-56_093845.ts,cortexvpu-01a-005-41884872_2026-06-19_16-06-56_093845.ts
193,2026-06-19 17:12:57.333333333,2026-06-19 17:13:06.500000000,9.166666667,1,336.583333333,cortexvpu-01a-005-41884872_2026-06-19_16-12-44_115306.ts,cortexvpu-01a-005-41884872_2026-06-19_16-12-44_115306.ts
194,2026-06-19 17:21:02.750000000,2026-06-19 17:21:19.250000000,16.5,2,476.25,cortexvpu-01a-005-41884872_2026-06-19_16-19-22_138442.ts,cortexvpu-01a-005-41884872_2026-06-19_16-21-18_126241.ts
195,2026-06-19 17:41:36.500000000,2026-06-19 17:41:50.666666667,14.166666667,1,1217.25,cortexvpu-01a-005-41884872_2026-06-19_16-41-27_204708.ts,cortexvpu-01a-005-41884872_2026-06-19_16-41-27_204708.ts
196,2026-06-19 17:47:33.000000000,2026-06-19 17:47:49.666666667,16.666666667,1,342.333333333,cortexvpu-01a-005-41884872_2026-06-19_16-47-15_190690.ts,cortexvpu-01a-005-41884872_2026-06-19_16-47-15_190690.ts
197,2026-06-19 17:53:10.583333333,2026-06-19 17:53:20.416666667,9.833333334,1,320.916666666,cortexvpu-01a-005-41884872_2026-06-19_16-52-09_121093.ts,cortexvpu-01a-005-41884872_2026-06-19_16-52-09_121093.ts
198,2026-06-19 18:06:27.833333333,2026-06-19 18:06:36.833333333,9.0,1,787.416666666,cortexvpu-01a-005-41884872_2026-06-19_17-05-41_222190.ts,cortexvpu-01a-005-41884872_2026-06-19_17-05-41_222190.ts
199,2026-06-19 18:08:49.500000000,2026-06-19 18:09:01.250000000,11.75,1,132.666666667,cortexvpu-01a-005-41884872_2026-06-19_17-07-37_254742.ts,cortexvpu-01a-005-41884872_2026-06-19_17-07-37_254742.ts
200,2026-06-19 18:09:33.166666667,2026-06-19 18:09:35.000000000,1.833333333,1,31.916666667,cortexvpu-01a-005-41884872_2026-06-19_17-09-33_266625.ts,cortexvpu-01a-005-41884872_2026-06-19_17-09-33_266625.ts
201,2026-06-19 18:11:31.416666667,2026-06-19 18:11:35.000000000,3.583333333,1,116.416666667,cortexvpu-01a-005-41884872_2026-06-19_17-11-29_290251.ts,cortexvpu-01a-005-41884872_2026-06-19_17-11-29_290251.ts
202,2026-06-19 18:11:35.166666667,2026-06-19 18:11:39.583333333,4.416666666,1,0.166666667,cortexvpu-01a-005-41884872_2026-06-19_17-11-35_616667.ts,cortexvpu-01a-005-41884872_2026-06-19_17-11-35_616667.ts
203,2026-06-19 18:12:51.416666667,2026-06-19 18:13:02.916666667,11.5,1,71.833333334,cortexvpu-01a-005-41884872_2026-06-19_17-12-50_033333.ts,cortexvpu-01a-005-41884872_2026-06-19_17-12-50_033333.ts
204,2026-06-19 18:13:05.166666667,2026-06-19 18:13:08.083333333,2.916666666,1,2.25,cortexvpu-01a-005-41884872_2026-06-19_17-13-05_933333.ts,cortexvpu-01a-005-41884872_2026-06-19_17-13-05_933333.ts
205,2026-06-19 18:20:25.916666667,2026-06-19 18:20:41.166666667,15.25,1,437.833333334,cortexvpu-01a-005-41884872_2026-06-19_17-18-51_254206.ts,cortexvpu-01a-005-41884872_2026-06-19_17-18-51_254206.ts
206,2026-06-19 18:20:47.166666667,2026-06-19 18:20:52.083333333,4.916666666,1,6.0,cortexvpu-01a-005-41884872_2026-06-19_17-20-47_222404.ts,cortexvpu-01a-005-41884872_2026-06-19_17-20-47_222404.ts
207,2026-06-19 18:23:52.000000000,2026-06-19 18:24:21.416666667,29.416666667,1,179.916666667,cortexvpu-01a-005-41884872_2026-06-19_17-22-43_254786.ts,cortexvpu-01a-005-41884872_2026-06-19_17-22-43_254786.ts
208,2026-06-19 18:24:40.166666667,2026-06-19 18:24:45.000000000,4.833333333,1,18.75,cortexvpu-01a-005-41884872_2026-06-19_17-24-39_157138.ts,cortexvpu-01a-005-41884872_2026-06-19_17-24-39_157138.ts
209,2026-06-19 18:26:35.166666667,2026-06-19 18:26:36.416666667,1.25,1,110.166666667,cortexvpu-01a-005-41884872_2026-06-19_17-26-35_394568.ts,cortexvpu-01a-005-41884872_2026-06-19_17-26-35_394568.ts
210,2026-06-19 18:28:31.166666667,2026-06-19 18:28:33.083333333,1.916666666,1,114.75,cortexvpu-01a-005-41884872_2026-06-19_17-28-30_933333.ts,cortexvpu-01a-005-41884872_2026-06-19_17-28-30_933333.ts
211,2026-06-19 18:30:24.166666667,2026-06-19 18:30:31.583333333,7.416666666,1,111.083333334,cortexvpu-01a-005-41884872_2026-06-19_17-30-24_298221.ts,cortexvpu-01a-005-41884872_2026-06-19_17-30-24_298221.ts
212,2026-06-19 18:31:30.166666667,2026-06-19 18:31:31.166666667,1.0,1,58.583333334,cortexvpu-01a-005-41884872_2026-06-19_17-31-26_650000.ts,cortexvpu-01a-005-41884872_2026-06-19_17-31-26_650000.ts
213,2026-06-19 18:31:37.166666667,2026-06-19 18:31:39.666666667,2.5,1,6.0,cortexvpu-01a-005-41884872_2026-06-19_17-31-37_650000.ts,cortexvpu-01a-005-41884872_2026-06-19_17-31-37_650000.ts
214,2026-06-19 18:44:26.083333333,2026-06-19 18:45:18.916666667,52.833333334,5,766.416666666,cortexvpu-01a-005-41884872_2026-06-19_17-44-25_666667.ts,cortexvpu-01a-005-41884872_2026-06-19_17-45-04_933333.ts
215,2026-06-20 06:32:12.166666667,2026-06-20 06:32:14.416666667,2.25,1,42413.25,cortexvpu-01a-005-41884872_2026-06-20_05-32-12_966667.ts,cortexvpu-01a-005-41884872_2026-06-20_05-32-12_966667.ts
216,2026-06-20 06:53:51.166666667,2026-06-20 06:53:57.583333333,6.416666666,2,1296.75,cortexvpu-01a-005-41884872_2026-06-20_05-53-51_016667.ts,cortexvpu-01a-005-41884872_2026-06-20_05-52-58_200000.ts
217,2026-06-20 06:55:07.166666667,2026-06-20 06:55:09.500000000,2.333333333,1,69.583333334,cortexvpu-01a-005-41884872_2026-06-20_05-55-07_016667.ts,cortexvpu-01a-005-41884872_2026-06-20_05-55-07_016667.ts
218,2026-06-20 06:57:21.333333333,2026-06-20 06:57:43.916666667,22.583333334,1,131.833333333,cortexvpu-01a-005-41884872_2026-06-20_05-56-37_016667.ts,cortexvpu-01a-005-41884872_2026-06-20_05-56-37_016667.ts
219,2026-06-20 06:58:02.333333333,2026-06-20 06:58:04.833333333,2.5,1,18.416666666,cortexvpu-01a-005-41884872_2026-06-20_05-58-02_016667.ts,cortexvpu-01a-005-41884872_2026-06-20_05-58-02_016667.ts
220,2026-06-20 06:58:20.166666667,2026-06-20 06:58:22.250000000,2.083333333,1,15.333333334,cortexvpu-01a-005-41884872_2026-06-20_05-58-20_016667.ts,cortexvpu-01a-005-41884872_2026-06-20_05-58-20_016667.ts
221,2026-06-20 07:04:07.166666667,2026-06-20 07:04:30.583333333,23.416666666,2,344.916666667,cortexvpu-01a-005-41884872_2026-06-20_06-04-07_550614.ts,cortexvpu-01a-005-41884872_2026-06-20_06-02-14_016667.ts
222,2026-06-20 07:05:25.166666667,2026-06-20 07:05:27.416666667,2.25,1,54.583333334,cortexvpu-01a-005-41884872_2026-06-20_06-05-25_016667.ts,cortexvpu-01a-005-41884872_2026-06-20_06-05-25_016667.ts
223,2026-06-20 07:05:40.166666667,2026-06-20 07:05:42.250000000,2.083333333,1,12.75,cortexvpu-01a-005-41884872_2026-06-20_06-05-40_016667.ts,cortexvpu-01a-005-41884872_2026-06-20_06-05-40_016667.ts
224,2026-06-20 07:19:43.250000000,2026-06-20 07:19:55.750000000,12.5,1,841.0,cortexvpu-01a-005-41884872_2026-06-20_06-18-32_610613.ts,cortexvpu-01a-005-41884872_2026-06-20_06-18-32_610613.ts
225,2026-06-20 07:20:28.166666667,2026-06-20 07:20:30.916666667,2.75,1,32.416666667,cortexvpu-01a-005-41884872_2026-06-20_06-20-28_611676.ts,cortexvpu-01a-005-41884872_2026-06-20_06-20-28_611676.ts
226,2026-06-20 07:24:24.500000000,2026-06-20 07:24:34.750000000,10.25,1,233.583333333,cortexvpu-01a-005-41884872_2026-06-20_06-23-08_033333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-23-08_033333.ts
227,2026-06-20 07:27:47.083333333,2026-06-20 07:27:53.000000000,5.916666667,1,192.333333333,cortexvpu-01a-005-41884872_2026-06-20_06-26-26_066667.ts,cortexvpu-01a-005-41884872_2026-06-20_06-26-26_066667.ts
228,2026-06-20 07:33:55.416666667,2026-06-20 07:33:58.750000000,3.333333333,1,362.416666667,cortexvpu-01a-005-41884872_2026-06-20_06-33-23_066667.ts,cortexvpu-01a-005-41884872_2026-06-20_06-33-23_066667.ts
229,2026-06-20 07:35:40.166666667,2026-06-20 07:35:41.416666667,1.25,1,101.416666667,cortexvpu-01a-005-41884872_2026-06-20_06-35-40_033333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-35-40_033333.ts
230,2026-06-20 07:35:58.166666667,2026-06-20 07:36:02.000000000,3.833333333,1,16.75,cortexvpu-01a-005-41884872_2026-06-20_06-35-58_033333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-35-58_033333.ts
231,2026-06-20 07:36:20.166666667,2026-06-20 07:36:22.750000000,2.583333333,1,18.166666667,cortexvpu-01a-005-41884872_2026-06-20_06-36-20_033333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-36-20_033333.ts
232,2026-06-20 07:36:38.166666667,2026-06-20 07:36:44.083333333,5.916666666,1,15.416666667,cortexvpu-01a-005-41884872_2026-06-20_06-36-38_033333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-36-38_033333.ts
233,2026-06-20 07:37:11.166666667,2026-06-20 07:37:21.916666667,10.75,1,27.083333334,cortexvpu-01a-005-41884872_2026-06-20_06-37-11_033333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-37-11_033333.ts
234,2026-06-20 07:38:03.166666667,2026-06-20 07:38:06.583333333,3.416666666,1,41.25,cortexvpu-01a-005-41884872_2026-06-20_06-38-03_083333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-38-03_083333.ts
235,2026-06-20 07:38:24.166666667,2026-06-20 07:38:34.500000000,10.333333333,3,17.583333334,cortexvpu-01a-005-41884872_2026-06-20_06-38-24_083333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-38-33_083333.ts
236,2026-06-20 07:41:56.166666667,2026-06-20 07:42:09.416666667,13.25,2,201.666666667,cortexvpu-01a-005-41884872_2026-06-20_06-41-56_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-42-05_133333.ts
237,2026-06-20 07:43:36.166666667,2026-06-20 07:43:41.416666667,5.25,1,86.75,cortexvpu-01a-005-41884872_2026-06-20_06-43-36_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-43-36_133333.ts
238,2026-06-20 07:45:47.166666667,2026-06-20 07:45:49.583333333,2.416666666,1,125.75,cortexvpu-01a-005-41884872_2026-06-20_06-45-46_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-45-46_133333.ts
239,2026-06-20 07:47:22.166666667,2026-06-20 07:47:24.083333333,1.916666666,1,92.583333334,cortexvpu-01a-005-41884872_2026-06-20_06-47-22_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-47-22_133333.ts
240,2026-06-20 07:49:42.166666667,2026-06-20 07:49:45.916666667,3.75,1,138.083333334,cortexvpu-01a-005-41884872_2026-06-20_06-49-42_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-49-42_133333.ts
241,2026-06-20 07:49:52.166666667,2026-06-20 07:49:58.916666667,6.75,1,6.25,cortexvpu-01a-005-41884872_2026-06-20_06-49-51_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-49-51_133333.ts
242,2026-06-20 07:49:59.166666667,2026-06-20 07:50:07.916666667,8.75,1,0.25,cortexvpu-01a-005-41884872_2026-06-20_06-49-59_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-49-59_133333.ts
243,2026-06-20 07:50:18.250000000,2026-06-20 07:50:23.000000000,4.75,1,10.333333333,cortexvpu-01a-005-41884872_2026-06-20_06-50-17_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-50-17_133333.ts
244,2026-06-20 07:50:30.166666667,2026-06-20 07:50:31.250000000,1.083333333,1,7.166666667,cortexvpu-01a-005-41884872_2026-06-20_06-50-29_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-50-29_133333.ts
245,2026-06-20 07:50:34.166666667,2026-06-20 07:50:38.416666667,4.25,1,2.916666667,cortexvpu-01a-005-41884872_2026-06-20_06-50-34_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-50-34_133333.ts
246,2026-06-20 07:50:38.750000000,2026-06-20 07:50:50.166666667,11.416666667,1,0.333333333,cortexvpu-01a-005-41884872_2026-06-20_06-50-38_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-50-38_133333.ts
247,2026-06-20 07:50:56.166666667,2026-06-20 07:51:09.000000000,12.833333333,1,6.0,cortexvpu-01a-005-41884872_2026-06-20_06-50-56_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-50-56_133333.ts
248,2026-06-20 07:51:13.166666667,2026-06-20 07:51:22.000000000,8.833333333,1,4.166666667,cortexvpu-01a-005-41884872_2026-06-20_06-51-13_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-51-13_133333.ts
249,2026-06-20 07:51:36.166666667,2026-06-20 07:51:46.000000000,9.833333333,1,14.166666667,cortexvpu-01a-005-41884872_2026-06-20_06-51-36_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-51-36_133333.ts
250,2026-06-20 07:51:57.166666667,2026-06-20 07:52:04.166666667,7.0,2,11.166666667,cortexvpu-01a-005-41884872_2026-06-20_06-51-57_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-51-54_133333.ts
251,2026-06-20 07:52:19.166666667,2026-06-20 07:52:22.416666667,3.25,1,15.0,cortexvpu-01a-005-41884872_2026-06-20_06-52-19_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-52-19_133333.ts
252,2026-06-20 07:52:25.666666667,2026-06-20 07:52:28.416666667,2.75,1,3.25,cortexvpu-01a-005-41884872_2026-06-20_06-52-25_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-52-25_133333.ts
253,2026-06-20 07:52:33.166666667,2026-06-20 07:52:36.000000000,2.833333333,1,4.75,cortexvpu-01a-005-41884872_2026-06-20_06-52-32_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-52-32_133333.ts
254,2026-06-20 07:52:43.166666667,2026-06-20 07:52:45.000000000,1.833333333,1,7.166666667,cortexvpu-01a-005-41884872_2026-06-20_06-52-43_133333.ts,cortexvpu-01a-005-41884872_2026-06-20_06-52-43_133333.ts
255,2026-06-20 07:54:36.166666667,2026-06-20 07:54:53.583333333,17.416666666,1,111.166666667,cortexvpu-01a-005-41884872_2026-06-20_06-54-36_748456.ts,cortexvpu-01a-005-41884872_2026-06-20_06-54-36_748456.ts
256,2026-06-20 07:56:32.166666667,2026-06-20 07:56:37.833333333,5.666666666,1,98.583333334,cortexvpu-01a-005-41884872_2026-06-20_06-56-32_584397.ts,cortexvpu-01a-005-41884872_2026-06-20_06-56-32_584397.ts
257,2026-06-20 08:05:57.833333333,2026-06-20 08:06:07.750000000,9.916666667,1,560.0,cortexvpu-01a-005-41884872_2026-06-20_07-05-38_033333.ts,cortexvpu-01a-005-41884872_2026-06-20_07-05-38_033333.ts
