data_present,start,end,valid_cycles,state,video_name,video_path,source,status,reason,n_cycles,cycle_frequency_hz,mean_cycle_frames,cycle_cv,reference_cycle_count,reference_cycle_frequency_hz,reference_mean_cycle_frames,cycle_frequency_ratio_to_reference,matches_reference_frequency,duration_s,fps,n_frames,detection_second,stoppage_context_clip_path,phase_error,inferred_stop_time,previous_video_name,next_video_name,gap_seconds_after_previous_video
y,2026-06-19_15-48-35,2026-06-19_15-50-31,n,present_no_valid_cycles,cortexvpu-01a-005-41884872_2026-06-19_15-48-35_000000.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-48-35_000000.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-48-35_000000.ts,no_valid_cycles,"found 0 cycle(s), need 2",0,,,,5.0,0.5675655222864062,273.4,,,116.61666666666666,60.0,6997,1.4,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\stoppage_context_clips\cortexvpu-01a-005-41884872_2026-06-19_15-48-35_000000__context.mp4,,,,,
y,2026-06-19_15-50-28,2026-06-19_15-52-24,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-50-28_089083.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-50-28_089083.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-50-28_089083.ts,ok,,9,0.5678233438485805,105.66666666666669,0.0154541939606308,5.0,0.5675655222864062,273.4,1.0004542586750789,y,116.6,60.0,6996,0.1,,,,,,
y,2026-06-19_15-52-24,2026-06-19_15-54-20,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-52-24_067810.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-52-24_067810.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-52-24_067810.ts,ok,,5,0.5524861878453039,108.6,0.0482349939358681,5.0,0.5675655222864062,273.4,0.9734315531000614,y,116.6,60.0,6996,0.4833333333333333,,,,,,
y,2026-06-19_15-54-20,2026-06-19_15-56-16,n,present_no_valid_cycles,cortexvpu-01a-005-41884872_2026-06-19_15-54-20_060566.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-54-20_060566.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-54-20_060566.ts,no_valid_cycles,"found 0 cycle(s), need 2",0,,,,5.0,0.5675655222864062,273.4,,,116.61666666666666,60.0,6997,6.233333333333333,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\stoppage_context_clips\cortexvpu-01a-005-41884872_2026-06-19_15-54-20_060566__context.mp4,,,,,
y,2026-06-19_15-56-16,2026-06-19_15-58-12,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-56-16_087857.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-56-16_087857.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-56-16_087857.ts,ok,,3,0.5660377358490566,106.0,0.0154055958664155,5.0,0.5675655222864062,273.4,0.9973081761006288,y,116.65,60.0,6999,0.45,,,,,,
y,2026-06-19_15-58-12,2026-06-19_16-00-08,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_15-58-12_108528.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_15-58-12_108528.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_15-58-12_108528.ts,ok,,4,0.5647058823529412,106.25,0.0122262409944887,5.0,0.5675655222864062,273.4,0.9949615686274508,y,116.63333333333334,60.0,6998,0.8666666666666667,,,,,,
y,2026-06-19_16-00-08,2026-06-19_16-01-27,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-00-08_101391.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-00-08_101391.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-00-08_101391.ts,ok,,7,0.5652759084791387,106.14285714285714,0.0154631565181262,5.0,0.5675655222864062,273.4,0.995965903992822,y,79.45,60.0,4767,0.9166666666666666,,,,,,
y,2026-06-19_16-01-27,2026-06-19_16-02-04,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-01-27_500000.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-01-27_500000.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-01-27_500000.ts,ok,,5,0.5576208178438662,107.6,0.034574489289155,5.0,0.5675655222864062,273.4,0.9824783147459728,y,37.48333333333333,60.0,2249,5.233333333333333,,,,,,
y,2026-06-19_16-02-02,2026-06-19_16-02-59,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-02-02_500000.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-02-02_500000.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-02-02_500000.ts,ok,,12,0.561622464898596,106.83333333333331,0.0418317868257922,5.0,0.5675655222864062,273.4,0.9895288611544464,y,56.516666666666666,60.0,3391,0.8,,,,,,
y,2026-06-19_16-02-55,2026-06-19_16-03-06,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-02-55_933333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-02-55_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-02-55_933333.ts,ok,,4,0.5647058823529412,106.25,0.0040754136648295,5.0,0.5675655222864062,273.4,0.9949615686274508,y,10.533333333333331,60.0,632,0.65,,,,,,
y,2026-06-19_16-03-02,2026-06-19_16-04-59,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-03-02_933333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-03-02_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-03-02_933333.ts,ok,,10,0.5714285714285714,105.0,0.0240935440772439,5.0,0.5675655222864062,273.4,1.006806349206349,y,116.65,60.0,6999,0.8833333333333333,,,,,,
y,2026-06-19_16-04-56,2026-06-19_16-05-02,n,present_no_valid_cycles,cortexvpu-01a-005-41884872_2026-06-19_16-04-56_133051.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-04-56_133051.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-04-56_133051.ts,no_valid_cycles,"found 0 cycle(s), need 2",0,,,,5.0,0.5675655222864062,273.4,,,6.783333333333333,60.0,407,1.1333333333333333,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\stoppage_context_clips\cortexvpu-01a-005-41884872_2026-06-19_16-04-56_133051__context.mp4,,,,,
y,2026-06-19_16-05-02,2026-06-19_16-06-59,n,present_no_valid_cycles,cortexvpu-01a-005-41884872_2026-06-19_16-05-02_500000.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-05-02_500000.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-05-02_500000.ts,no_valid_cycles,"found 0 cycle(s), need 2",0,,,,5.0,0.5675655222864062,273.4,,,116.6,60.0,6996,0.4,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\stoppage_context_clips\cortexvpu-01a-005-41884872_2026-06-19_16-05-02_500000__context.mp4,,,,,
y,2026-06-19_16-06-56,2026-06-19_16-08-52,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-06-56_093845.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-06-56_093845.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-06-56_093845.ts,ok,,3,0.5454545454545454,110.0,0.0589158245304449,5.0,0.5675655222864062,273.4,0.961042424242424,y,116.65,60.0,6999,1.05,,,,,,
y,2026-06-19_16-08-52,2026-06-19_16-10-48,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-08-52_138799.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-08-52_138799.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-08-52_138799.ts,ok,,9,0.5666316894018888,105.88888888888889,0.005350492668987,5.0,0.5675655222864062,273.4,0.998354669464848,y,116.63333333333334,60.0,6998,0.5333333333333333,,,,,,
y,2026-06-19_16-10-48,2026-06-19_16-12-44,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-10-48_132357.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-10-48_132357.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-10-48_132357.ts,ok,,9,0.5648535564853556,106.22222222222224,0.0261715397553954,5.0,0.5675655222864062,273.4,0.9952217573221755,y,116.65,60.0,6999,0.85,,,,,,
y,2026-06-19_16-12-44,2026-06-19_16-13-36,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-12-44_115306.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-12-44_115306.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-12-44_115306.ts,ok,,5,0.5671077504725898,105.8,0.0037807183364481,5.0,0.5675655222864062,273.4,0.9991934467548832,y,52.55,60.0,3153,0.85,,,,,,
y,2026-06-19_16-13-35,2026-06-19_16-15-32,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-13-35_933333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-13-35_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-13-35_933333.ts,ok,,9,0.5672268907563025,105.77777777777776,0.0039303123810279,5.0,0.5675655222864062,273.4,0.9994033613445376,y,116.63333333333334,60.0,6998,0.5833333333333334,,,,,,
y,2026-06-19_16-15-30,2026-06-19_16-17-27,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-15-30_708144.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-15-30_708144.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-15-30_708144.ts,ok,,9,0.5666316894018888,105.88888888888889,0.0210910296348918,5.0,0.5675655222864062,273.4,0.998354669464848,y,116.65,60.0,6999,0.95,,,,,,
y,2026-06-19_16-17-26,2026-06-19_16-19-22,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-17-26_137634.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-17-26_137634.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-17-26_137634.ts,ok,,9,0.5666316894018888,105.88888888888889,0.0029679193333887,5.0,0.5675655222864062,273.4,0.998354669464848,y,116.63333333333334,60.0,6998,1.2333333333333334,,,,,,
y,2026-06-19_16-19-22,2026-06-19_16-21-18,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-19-22_138442.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-19-22_138442.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-19-22_138442.ts,ok,,9,0.5666316894018888,105.88888888888889,0.005350492668987,5.0,0.5675655222864062,273.4,0.998354669464848,y,116.61666666666666,60.0,6997,0.2166666666666666,,,,,,
y,2026-06-19_16-21-18,2026-06-19_16-23-14,n,present_no_valid_cycles,cortexvpu-01a-005-41884872_2026-06-19_16-21-18_126241.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-21-18_126241.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-21-18_126241.ts,no_valid_cycles,"found 0 cycle(s), need 2",0,,,,5.0,0.5675655222864062,273.4,,,116.65,60.0,6999,11.266666666666667,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\stoppage_context_clips\cortexvpu-01a-005-41884872_2026-06-19_16-21-18_126241__context.mp4,,,,,
y,2026-06-19_16-23-14,2026-06-19_16-25-10,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-23-14_165169.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-23-14_165169.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-23-14_165169.ts,ok,,9,0.5607476635514018,107.0,0.0338404376669741,5.0,0.5675655222864062,273.4,0.9879875389408098,y,116.6,60.0,6996,0.65,,,,,,
y,2026-06-19_16-25-10,2026-06-19_16-26-30,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-25-10_118811.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-25-10_118811.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-25-10_118811.ts,ok,,9,0.5660377358490566,106.0,0.0559005938190675,5.0,0.5675655222864062,273.4,0.9973081761006288,y,80.36666666666666,60.0,4822,1.1,,,,,,
y,2026-06-19_16-26-30,2026-06-19_16-28-09,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-26-30_516667.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-26-30_516667.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-26-30_516667.ts,ok,,6,0.5930807248764415,101.16666666666669,0.0641658718087576,5.0,0.5675655222864062,273.4,1.044955518945634,y,99.26666666666668,60.0,5956,0.8,,,,,,
y,2026-06-19_16-28-06,2026-06-19_16-30-03,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-28-06_933333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-28-06_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-28-06_933333.ts,ok,,5,0.5555555555555556,108.0,0.049344120719818,5.0,0.5675655222864062,273.4,0.9788395061728394,y,116.6,60.0,6996,0.1166666666666666,,,,,,
y,2026-06-19_16-30-00,2026-06-19_16-30-20,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-30-00_848926.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-30-00_848926.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-30-00_848926.ts,ok,,9,0.5654450261780104,106.11111111111111,0.0156718633999525,5.0,0.5675655222864062,273.4,0.9962638743455496,y,19.433333333333334,60.0,1166,0.4833333333333333,,,,,,
y,2026-06-19_16-30-19,2026-06-19_16-30-40,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-30-19_533333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-30-19_533333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-30-19_533333.ts,ok,,6,0.5660377358490566,106.0,0.0077027979332077,5.0,0.5675655222864062,273.4,0.9973081761006288,y,21.466666666666665,60.0,1288,1.0,,,,,,
y,2026-06-19_16-30-38,2026-06-19_16-30-51,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-30-38_933333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-30-38_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-30-38_933333.ts,ok,,5,0.5671077504725898,105.8,0.0037807183364481,5.0,0.5675655222864062,273.4,0.9991934467548832,y,12.466666666666669,60.0,748,0.0666666666666666,,,,,,
y,2026-06-19_16-30-47,2026-06-19_16-31-17,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-30-47_933333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-30-47_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-30-47_933333.ts,ok,,10,0.56657223796034,105.9,0.0028328611897749,5.0,0.5675655222864062,273.4,0.9982499213094114,y,29.5,60.0,1770,1.1166666666666667,,,,,,
y,2026-06-19_16-31-14,2026-06-19_16-31-41,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-31-14_933333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-31-14_933333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-31-14_933333.ts,ok,,9,0.5666316894018888,105.88888888888889,0.0069603878076056,5.0,0.5675655222864062,273.4,0.998354669464848,y,26.53333333333333,60.0,1592,0.65,,,,,,
y,2026-06-19_16-31-38,2026-06-19_16-32-20,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-31-38_533333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-31-38_533333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-31-38_533333.ts,ok,,11,0.5660377358490566,106.0,0.0,5.0,0.5675655222864062,273.4,0.9973081761006288,y,42.13333333333333,60.0,2528,0.0833333333333333,,,,,,
y,2026-06-19_16-32-18,2026-06-19_16-32-41,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-32-18_000000.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-32-18_000000.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-32-18_000000.ts,ok,,6,0.5660377358490566,106.0,0.0,5.0,0.5675655222864062,273.4,0.9973081761006288,y,23.15,60.0,1389,1.1666666666666667,,,,,,
y,2026-06-19_16-32-38,2026-06-19_16-32-46,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-32-38_533333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-32-38_533333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-32-38_533333.ts,ok,,3,0.5678233438485805,105.66666666666669,0.0044612415216394,5.0,0.5675655222864062,273.4,1.0004542586750789,y,8.166666666666666,60.0,490,0.0833333333333333,,,,,,
y,2026-06-19_16-32-45,2026-06-19_16-32-59,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-32-45_533333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-32-45_533333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-32-45_533333.ts,ok,,6,0.5669291338582677,105.83333333333331,0.0064930797253207,5.0,0.5675655222864062,273.4,0.9988787401574802,y,14.1,60.0,846,0.0833333333333333,,,,,,
y,2026-06-19_16-32-56,2026-06-19_16-33-16,y,typical_motion,cortexvpu-01a-005-41884872_2026-06-19_16-32-56_533333.ts,C:\Users\TimKitchen\OneDrive\OneDrive - PurpleSector\03 Project Specific Documents\24H_INSIGHTS\24H_Insights\video_coverage_log\phase_aware_motion_cv_log_output\s3_run\downloaded_videos\cortexvpu-01a-005-41884872_2026-06-19_16-32-56_533333.ts,s3://diageo-prod-global-dashcam-mc-nuc-video/cortexvpu-01a-005-41884872/cortexvpu-01a-005-41884872_2026-06-19_16-32-56_533333.ts,ok,,6,0.5669291338582677,105.83333333333331,0.0035213668936671,5.0,0.5675655222864062,273.4,0.9988787401574802,y,20.416666666666668,60.0,1225,0.9,,,,,,
